Date,Time,Station,SamplingMethod,Depth,Lab,OrigTaxon,Taxon,Kingdom,Phylum,Class,AlgalGroup,DiatomSoftbody,Genus,Species,Units_per_mL,Cells_per_mL,Biovolume_per_mL,PhytoForm,QualityCheck,Debris
2017-10-30T00:00:00Z,05:08,LH_WAT_2,NA,NA,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Teleaulax,amphioxeia,2815.19,70379.65,11199581.58,i,BrokenDiatoms,moderate
2017-10-30T00:00:00Z,05:08,LH_WAT_2,NA,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,41889.97,31501256.9,8444930.88,c,BrokenDiatoms,moderate
2017-11-30T00:00:00Z,06:25,LH_SAV_2,NA,NA,BSA,NA,Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Cyclotella,sp.,187.68,375.36,50437.66,i,BrokenDiatoms,moderate
2017-11-30T00:00:00Z,06:25,LH_SAV_2,NA,NA,BSA,NA,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,sp.,187.68,375.36,11314.61,i,BrokenDiatoms,moderate
2017-11-30T00:00:00Z,06:25,LH_SAV_2,NA,NA,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,4410.46,207291.54,744458.74,i,BrokenDiatoms,moderate
2017-11-30T00:00:00Z,06:25,LH_SAV_2,NA,NA,BSA,NA,Drepanochloris nannoselene,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Drepanochloris,nannoselene,93.84,93.84,301.48,i,BrokenDiatoms,moderate
2017-11-30T00:00:00Z,06:25,LH_SAV_2,NA,NA,BSA,NA,Kephyrion sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,Soft Body,Kephyrion,sp.,93.84,93.84,3766.83,i,BrokenDiatoms,moderate
2017-11-30T00:00:00Z,06:25,LH_SAV_2,NA,NA,BSA,NA,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Plagioselmis,nannoplanctica,656.88,4598.14,1780422.48,i,BrokenDiatoms,moderate
2017-11-30T00:00:00Z,06:25,LH_SAV_2,NA,NA,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Teleaulax,amphioxeia,1970.63,41383.24,3159742.62,i,BrokenDiatoms,moderate
2017-11-30T00:00:00Z,06:25,LH_SAV_2,NA,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,32750,23055998.86,6180906.29,c,BrokenDiatoms,moderate
2017-11-30T00:00:00Z,07:30,FI_SAV_2,NA,NA,BSA,NA,Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Cyclotella,sp.,80.43,80.43,4895.87,i,Good,low
2017-11-30T00:00:00Z,07:30,FI_SAV_2,NA,NA,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,2573.88,82364.3,1284761.04,i,Good,low
2017-11-30T00:00:00Z,07:30,FI_SAV_2,NA,NA,BSA,NA,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Plagioselmis,nannoplanctica,804.34,8043.39,2476920.86,i,Good,low
2017-11-30T00:00:00Z,07:30,FI_SAV_2,NA,NA,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Teleaulax,amphioxeia,1126.07,15765.04,1778649.12,i,Good,low
2017-11-30T00:00:00Z,07:30,FI_SAV_2,NA,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,29438.8,21873030.84,5863773.44,c,Good,low
2017-11-30T00:00:00Z,05:20,LH_WAT_1,NA,NA,BSA,NA,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Cocconeis,placentula,100.1,100.1,57255.76,i,Good,low
2017-11-30T00:00:00Z,05:20,LH_WAT_1,NA,NA,BSA,NA,Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Cyclotella,sp.,100.1,100.1,4627.82,i,Good,low
2017-11-30T00:00:00Z,05:20,LH_WAT_1,NA,NA,BSA,NA,Nitzschia palea,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,palea,100.1,100.1,18888.02,i,Good,low
2017-11-30T00:00:00Z,05:20,LH_WAT_1,NA,NA,BSA,NA,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,sp.,300.29,900.86,123427.67,i,Fragmented,low
2017-11-30T00:00:00Z,05:20,LH_WAT_1,NA,NA,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,5004.78,250238.77,1811284.07,i,Good,low
2017-11-30T00:00:00Z,05:20,LH_WAT_1,NA,NA,BSA,NA,Kephyrion sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,Soft Body,Kephyrion,sp.,100.1,100.1,26690.65,i,Good,low
2017-11-30T00:00:00Z,05:20,LH_WAT_1,NA,NA,BSA,NA,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Plagioselmis,nannoplanctica,100.1,100.1,31503.84,i,Good,low
2017-11-30T00:00:00Z,05:20,LH_WAT_1,NA,NA,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Teleaulax,amphioxeia,2702.58,72969.62,5571464.53,i,Good,low
2017-11-30T00:00:00Z,05:20,LH_WAT_1,NA,NA,BSA,cf. Rhodomonas lacustris,Plagioselmis lacustris,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Plagioselmis,lacustris,100.1,100.1,94329.85,i,Good,low
2017-11-30T00:00:00Z,05:20,LH_WAT_1,NA,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,33231.71,22331707.77,5986736.63,c,Good,low
2017-11-30T00:00:00Z,05:20,LH_WAT_1,NA,NA,BSA,NA,Chroococcus minutus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Chroococcus,minutus,100.1,200.19,10202.73,c,Good,low
2017-10-30T00:00:00Z,08:00,FI_WAT_2,NA,NA,BSA,NA,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Cocconeis,placentula,75.07,75.07,35315.09,i,Good,NA
2017-10-30T00:00:00Z,08:00,FI_WAT_2,NA,NA,BSA,NA,Cocconeis sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Cocconeis,sp.,150.14,300.29,18569.44,i,Fragmented,NA
2017-10-30T00:00:00Z,08:00,FI_WAT_2,NA,NA,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,3528.37,165833.23,1906092.22,i,Good,NA
2017-10-30T00:00:00Z,08:00,FI_WAT_2,NA,NA,BSA,NA,Cryptomonas erosa,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Cryptomonas,erosa,375.36,1876.79,1181394.12,i,Good,NA
2017-10-30T00:00:00Z,08:00,FI_WAT_2,NA,NA,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Teleaulax,amphioxeia,675.64,6080.8,967643.85,i,Good,NA
2017-10-30T00:00:00Z,08:00,FI_WAT_2,NA,NA,BSA,Rhodomonas lacustris,Plagioselmis lacustris,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Plagioselmis,lacustris,75.07,75.07,38786.07,i,Good,NA
2017-10-30T00:00:00Z,08:00,FI_WAT_2,NA,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,25224.07,17152365.91,4598246.51,c,Good,NA
2017-10-30T00:00:00Z,07:28,FI_SAV_1,NA,NA,BSA,NA,Nitzschia palea,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,palea,80.43,80.43,9410.28,i,Good,moderate
2017-10-30T00:00:00Z,07:28,FI_SAV_1,NA,NA,BSA,NA,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,sp.,80.43,80.43,5416.42,i,Good,moderate
2017-10-30T00:00:00Z,07:28,FI_SAV_1,NA,NA,BSA,NA,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,sp.,80.43,80.43,13874.36,i,Fragmented,moderate
2017-10-30T00:00:00Z,07:28,FI_SAV_1,NA,NA,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,3539.09,155720.01,1127136.2,i,Good,moderate
2017-10-30T00:00:00Z,07:28,FI_SAV_1,NA,NA,BSA,NA,Drepanochloris nannoselene,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Drepanochloris,nannoselene,160.87,321.74,418.46,i,Good,moderate
2017-10-30T00:00:00Z,07:28,FI_SAV_1,NA,NA,BSA,NA,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Plagioselmis,nannoplanctica,402.17,2010.85,1141578.97,i,Good,moderate
2017-10-30T00:00:00Z,07:28,FI_SAV_1,NA,NA,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Teleaulax,amphioxeia,2252.15,63060.17,7114596.49,i,Good,moderate
2017-10-30T00:00:00Z,07:28,FI_SAV_1,NA,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,28554.03,20501793.91,5496169.03,c,Good,moderate
2017-11-28T00:00:00Z,04:30,DI_SAV_1,NA,NA,BSA,NA,Cocconeis sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Cocconeis,sp.,128.69,128.69,31549.09,i,Fragmented,moderate
2017-11-28T00:00:00Z,04:30,DI_SAV_1,NA,NA,BSA,NA,Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Cyclotella,sp.,386.08,1158.25,105552.58,i,Good,moderate
2017-11-28T00:00:00Z,04:30,DI_SAV_1,NA,NA,BSA,NA,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,sp.,128.69,128.69,7399.66,i,Fragmented,moderate
2017-11-28T00:00:00Z,04:30,DI_SAV_1,NA,NA,BSA,NA,cf. Ulnaria sp.,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,Diatom,Ulnaria,sp.,386.08,1158.25,769025.94,i,Fragmented,moderate
2017-11-28T00:00:00Z,04:30,DI_SAV_1,NA,NA,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,5147.77,205910.76,2366744.52,i,Good,moderate
2017-11-28T00:00:00Z,04:30,DI_SAV_1,NA,NA,BSA,NA,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Plagioselmis,nannoplanctica,257.39,514.78,352364.7,i,Good,moderate
2017-11-28T00:00:00Z,04:30,DI_SAV_1,NA,NA,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Teleaulax,amphioxeia,514.78,2059.11,196577.15,i,Good,moderate
2017-11-28T00:00:00Z,04:30,DI_SAV_1,NA,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,50319.44,39450441.59,10575966.97,c,Good,moderate
2017-11-28T00:00:00Z,04:03,DI_WAT_1,NA,NA,BSA,NA,cf. Bacillaria sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Bacillaria,sp.,180.17,180.17,62343.81,i,Fragmented BrokenDiatoms,high
2017-11-28T00:00:00Z,04:03,DI_WAT_1,NA,NA,BSA,NA,Entomoneis cf. paludosa,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Entomoneis,paludosa,180.17,180.17,2292061.7,i,BrokenDiatoms,high
2017-11-28T00:00:00Z,04:03,DI_WAT_1,NA,NA,BSA,NA,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,sp.,180.17,180.17,21212.36,i,Fragmented BrokenDiatoms,high
2017-11-28T00:00:00Z,04:03,DI_WAT_1,NA,NA,BSA,NA,Planothidium sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Planothidium,sp.,180.17,180.17,32545.38,i,BrokenDiatoms,high
2017-11-28T00:00:00Z,04:03,DI_WAT_1,NA,NA,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,6486.19,233502.8,6192920.63,i,BrokenDiatoms,high
2017-11-28T00:00:00Z,04:03,DI_WAT_1,NA,NA,BSA,NA,Drepanochloris nannoselene,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Drepanochloris,nannoselene,180.17,180.17,458.48,i,BrokenDiatoms,high
2017-11-28T00:00:00Z,04:03,DI_WAT_1,NA,NA,BSA,NA,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Plagioselmis,nannoplanctica,180.17,180.17,60786.55,i,BrokenDiatoms,high
2017-11-28T00:00:00Z,04:03,DI_WAT_1,NA,NA,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Teleaulax,amphioxeia,2162.06,25944.76,4128613.75,i,BrokenDiatoms,high
2017-11-28T00:00:00Z,04:03,DI_WAT_1,NA,NA,BSA,Rhodomonas lacustris,Plagioselmis lacustris,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Plagioselmis,lacustris,180.17,180.17,162619.35,i,BrokenDiatoms,high
2017-11-28T00:00:00Z,04:03,DI_WAT_1,NA,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,66303.26,49064414.78,13153303.47,c,BrokenDiatoms,high
2017-11-28T00:00:00Z,04:03,DI_WAT_1,NA,NA,BSA,NA,cf. Cyanodictyon sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Cyanodictyon,sp.,180.17,6306.02,713.19,c,BrokenDiatoms,high
2017-11-28T00:00:00Z,03:45,DI_WAT_2,NA,NA,BSA,NA,Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Cyclotella,sp.,428.98,857.96,97205.58,i,Good,low
2017-11-28T00:00:00Z,03:45,DI_WAT_2,NA,NA,BSA,NA,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,sp.,214.49,214.49,23665.58,i,Good,low
2017-11-28T00:00:00Z,03:45,DI_WAT_2,NA,NA,BSA,NA,cf. Ulnaria sp.,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,Diatom,Ulnaria,sp.,214.49,214.49,64112.92,i,Fragmented,low
2017-11-28T00:00:00Z,03:45,DI_WAT_2,NA,NA,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,4289.81,85796.15,621011.68,i,Good,low
2017-11-28T00:00:00Z,03:45,DI_WAT_2,NA,NA,BSA,cf. Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Teleaulax,amphioxeia,857.96,3431.85,262032.43,i,Good,low
2017-11-28T00:00:00Z,03:45,DI_WAT_2,NA,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,82364.3,63997062.75,17156482.78,c,Good,low
2017-11-28T00:00:00Z,03:25,DI_SAV_2,NA,NA,BSA,NA,Aulacoseira sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Aulacoseira,sp.,112.61,225.21,121050.38,i,Fragmented,low
2017-11-28T00:00:00Z,03:25,DI_SAV_2,NA,NA,BSA,NA,cf. Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Cyclotella,sp.,56.3,56.3,9405.94,i,Obscured,low
2017-11-28T00:00:00Z,03:25,DI_SAV_2,NA,NA,BSA,NA,Nitzschia inconspicua,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,inconspicua,56.3,56.3,5318.51,i,Good,low
2017-11-28T00:00:00Z,03:25,DI_SAV_2,NA,NA,BSA,NA,Nitzschia palea,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,palea,56.3,56.3,4667.24,i,Good,low
2017-11-28T00:00:00Z,03:25,DI_SAV_2,NA,NA,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,1970.63,68972.06,247703.56,i,Good,low
2017-11-28T00:00:00Z,03:25,DI_SAV_2,NA,NA,BSA,NA,cf. Ochromonas sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,Soft Body,Ochromonas,sp.,619.34,6812.75,158711.19,i,Good,low
2017-11-28T00:00:00Z,03:25,DI_SAV_2,NA,NA,BSA,NA,Cryptomonas ovata,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Cryptomonas,ovata,112.61,225.21,322547.95,i,Good,low
2017-11-28T00:00:00Z,03:25,DI_SAV_2,NA,NA,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Teleaulax,amphioxeia,957.16,16271.78,1835819.99,i,Good,low
2017-11-28T00:00:00Z,03:25,DI_SAV_2,NA,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,19762.61,13912874.96,3729796.17,c,Good,low
2017-11-28T00:00:00Z,03:25,DI_SAV_2,NA,NA,BSA,NA,Planktolyngbya sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Planktolyngbya,sp.,56.3,1182.38,300.88,f,Good,low
2018-01-10T00:00:00Z,03:45,DI_SAV_1,NA,NA,BSA,NA,Chlamydomonas sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlamydomonas,sp.,150.14,150.14,12353.21,i,Good,high
2018-01-10T00:00:00Z,03:45,DI_SAV_1,NA,NA,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,3303.15,72669.34,835263.59,i,Good,high
2018-01-10T00:00:00Z,03:45,DI_SAV_1,NA,NA,BSA,NA,Monoraphidium contortum,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Monoraphidium,contortum,150.14,150.14,14263.86,i,Good,high
2018-01-10T00:00:00Z,03:45,DI_SAV_1,NA,NA,BSA,NA,Monoraphidium tortile,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Monoraphidium,tortile,300.29,600.57,3438.61,i,Good,high
2018-01-10T00:00:00Z,03:45,DI_SAV_1,NA,NA,BSA,NA,cf. Chrysochromulina sp.,Chromista,Haptophyta,Prymnesiophyceae,Haptophytes,Soft Body,Chrysochromulina,sp.,450.43,1351.29,20524.11,i,Good,high
2018-01-10T00:00:00Z,03:45,DI_SAV_1,NA,NA,BSA,NA,cf. Ochromonas sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,Soft Body,Ochromonas,sp.,300.29,600.57,126789.89,i,Good,high
2018-01-10T00:00:00Z,03:45,DI_SAV_1,NA,NA,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Teleaulax,amphioxeia,1051,7357.02,830036.26,i,Good,high
2018-01-10T00:00:00Z,03:45,DI_SAV_1,NA,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,62609.74,52341741.81,14031896.99,c,Good,high
2018-01-10T00:00:00Z,03:45,DI_SAV_1,NA,NA,BSA,NA,cf. Microcystis sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Microcystis,sp.,150.14,150.14,6250.42,i,Good,high
2018-01-10T00:00:00Z,04:20,DI_SAV_2,NA,NA,BSA,NA,Achnanthidium minutissimum,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Achnanthidium,minutissimum,90.09,90.09,6816.94,i,BrokenDiatoms,moderate
2018-01-10T00:00:00Z,04:20,DI_SAV_2,NA,NA,BSA,NA,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Cocconeis,placentula,180.17,360.34,137442.5,i,BrokenDiatoms,moderate
2018-01-10T00:00:00Z,04:20,DI_SAV_2,NA,NA,BSA,NA,Skeletonema cf. potamos,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Skeletonema,potamos,90.09,90.09,4523.68,i,BrokenDiatoms,moderate
2018-01-10T00:00:00Z,04:20,DI_SAV_2,NA,NA,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,2071.98,47655.47,1263910.11,i,BrokenDiatoms,moderate
2018-01-10T00:00:00Z,04:20,DI_SAV_2,NA,NA,BSA,NA,cf. Ochromonas sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,Soft Body,Ochromonas,sp.,540.52,3243.09,298209.81,i,BrokenDiatoms,moderate
2018-01-10T00:00:00Z,04:20,DI_SAV_2,NA,NA,BSA,NA,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Plagioselmis,nannoplanctica,360.34,1441.38,558107.94,i,BrokenDiatoms,moderate
2018-01-10T00:00:00Z,04:20,DI_SAV_2,NA,NA,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Teleaulax,amphioxeia,630.6,4414.21,337039.21,i,BrokenDiatoms,moderate
2018-01-10T00:00:00Z,04:20,DI_SAV_2,NA,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,35403.78,28146005.48,7545447.21,c,BrokenDiatoms,moderate
2018-01-10T00:00:00Z,03:06,DI_WAT_1,NA,NA,BSA,NA,Achnanthidium minutissimum,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Achnanthidium,minutissimum,300.29,600.57,40559.56,i,BrokenDiatoms,moderate
2018-01-10T00:00:00Z,03:06,DI_WAT_1,NA,NA,BSA,NA,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Cocconeis,placentula,150.14,150.14,96909.24,i,BrokenDiatoms,moderate
2018-01-10T00:00:00Z,03:06,DI_WAT_1,NA,NA,BSA,NA,Gomphonema parvulum,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Gomphonema,parvulum,150.14,150.14,37929.25,i,BrokenDiatoms,moderate
2018-01-10T00:00:00Z,03:06,DI_WAT_1,NA,NA,BSA,NA,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,sp.,300.29,600.57,34531.75,i,Fragmented BrokenDiatoms,moderate
2018-01-10T00:00:00Z,03:06,DI_WAT_1,NA,NA,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,3603.44,86482.52,994032.7,i,BrokenDiatoms,moderate
2018-01-10T00:00:00Z,03:06,DI_WAT_1,NA,NA,BSA,NA,Monoraphidium contortum,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Monoraphidium,contortum,150.14,150.14,1063.42,i,BrokenDiatoms,moderate
2018-01-10T00:00:00Z,03:06,DI_WAT_1,NA,NA,BSA,NA,Monoraphidium minutum,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Monoraphidium,minutum,150.14,150.14,356.6,i,BrokenDiatoms,moderate
2018-01-10T00:00:00Z,03:06,DI_WAT_1,NA,NA,BSA,NA,cf. Ochromonas sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,Soft Body,Ochromonas,sp.,750.72,3753.58,286597.97,i,BrokenDiatoms,moderate
2018-01-10T00:00:00Z,03:06,DI_WAT_1,NA,NA,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Teleaulax,amphioxeia,600.57,2402.29,181450.41,i,BrokenDiatoms,moderate
2018-01-10T00:00:00Z,03:06,DI_WAT_1,NA,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,59456.73,47446470.99,12719561.3,c,BrokenDiatoms,moderate
2018-01-10T00:00:00Z,03:06,DI_WAT_1,NA,NA,BSA,NA,cf. Microcystis sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Microcystis,sp.,300.29,600.57,55224.04,i,BrokenDiatoms,moderate
2018-01-10T00:00:00Z,03:06,DI_WAT_1,NA,NA,BSA,NA,cf. Planktolyngbya sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Planktolyngbya,sp.,150.14,2402.29,611.31,f,BrokenDiatoms,moderate
2018-01-11T00:00:00Z,05:00,FI_WAT_1,NA,NA,BSA,NA,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Cocconeis,placentula,112.61,112.61,16165.36,i,BrokenDiatoms,high
2018-01-11T00:00:00Z,05:00,FI_WAT_1,NA,NA,BSA,NA,cf. Craticula sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Craticula,sp.,112.61,112.61,6780.29,i,BrokenDiatoms,high
