survey,station,latitude,longitude,collection_type,date,time_pst,tidal_stage,depth_m,lab,taxon_original,taxon,kingdom,phylum,class,algal_group,genus,species,organisms_per_ml,cells_per_ml,biovolume_cubic_um_per_ml,gald_um,quality_check,debris
AWCA,FI_SAV_1,38.268811,-121.696786,grab_surface,2018-04-10,12:15:00,high_slack,0,BSA,cf. Chlorella sp.,cf. Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,1623.4,1623.4,233834.1,3.7,good,low
AWCA,FI_WAT_1,38.269808,-121.696769,grab_surface,2018-04-10,12:50:00,high_slack,0,BSA,Achnanthidium sp.,Achnanthidium sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Achnanthidium,sp.,230,230,33126.5,11.1,good,low
AWCA,FI_WAT_1,38.269808,-121.696769,grab_surface,2018-04-10,12:50:00,high_slack,0,BSA,Nitzschia sp.,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,sp.,230,230,33126.5,25.9,good,low
AWCA,FI_WAT_1,38.269808,-121.696769,grab_surface,2018-04-10,12:50:00,high_slack,0,BSA,cf. Pseudostaurosira sp.,cf. Pseudostaurosira sp.,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,Pseudostaurosira,sp.,230,230,33126.5,20.4,good,low
AWCA,FI_WAT_1,38.269808,-121.696769,grab_surface,2018-04-10,12:50:00,high_slack,0,BSA,Chlamydomonas sp.,Chlamydomonas sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlamydomonas,sp.,460,460,66253,6.5,good,low
AWCA,FI_WAT_1,38.269808,-121.696769,grab_surface,2018-04-10,12:50:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,2299.8,2299.8,331264.9,3.7,good,low
AWCA,FI_WAT_1,38.269808,-121.696769,grab_surface,2018-04-10,12:50:00,high_slack,0,BSA,Plagioselmis nannoplanctica,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,230,230,33126.5,9.3,good,low
AWCA,FI_WAT_1,38.269808,-121.696769,grab_surface,2018-04-10,12:50:00,high_slack,0,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,460,460,66253,5.6,good,low
AWCA,FI_WAT_1,38.269808,-121.696769,grab_surface,2018-04-10,12:50:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,97973.5,196406.9,28290025.3,0.8,good,low
AWCA,FI_WAT_2,38.2748989,-121.7008895,grab_surface,2018-04-10,13:15:00,high_slack,0,BSA,Cocconeis placentula,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,219,219,31549,22.1,good,low
AWCA,FI_WAT_2,38.2748989,-121.7008895,grab_surface,2018-04-10,13:15:00,high_slack,0,BSA,cf. Cyclotella sp.,cf. Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Cyclotella,sp.,109.5,109.5,15774.5,5.6,good,low
AWCA,FI_WAT_2,38.2748989,-121.7008895,grab_surface,2018-04-10,13:15:00,high_slack,0,BSA,Nitzschia sp.,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,sp.,109.5,109.5,15774.5,18.5,good,low
AWCA,FI_WAT_2,38.2748989,-121.7008895,grab_surface,2018-04-10,13:15:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,2409.4,2409.4,347039.5,3.7,good,low
AWCA,FI_WAT_2,38.2748989,-121.7008895,grab_surface,2018-04-10,13:15:00,high_slack,0,BSA,cf. Chrysochromulina sp.,cf. Chrysochromulina sp.,Chromista,Haptophyta,Prymnesiophyceae,Haptophytes,Chrysochromulina,sp.,109.5,109.5,15774.5,3.7,good,low
AWCA,FI_WAT_2,38.2748989,-121.7008895,grab_surface,2018-04-10,13:15:00,high_slack,0,BSA,cf. Kephyrion sp.,cf. Kephyrion sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,Kephyrion,sp.,109.5,109.5,15774.5,5.6,good,low
AWCA,FI_WAT_2,38.2748989,-121.7008895,grab_surface,2018-04-10,13:15:00,high_slack,0,BSA,Plagioselmis nannoplanctica,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,328.5,328.5,47323.6,11.1,good,low
AWCA,FI_WAT_2,38.2748989,-121.7008895,grab_surface,2018-04-10,13:15:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,40740.1,81480.3,11736243.4,0.8,good,low
AWCA,FI_WAT_2,38.2748989,-121.7008895,grab_surface,2018-04-10,13:15:00,high_slack,0,BSA,cf. Chroococcus sp.,cf. Chroococcus sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,sp.,109.5,109.5,15774.5,3.7,good,low
AWCA,LH_SAV_1,38.24546173,-121.6926934,grab_surface,2018-04-10,13:43:00,high_slack,0,BSA,cf. Cyclotella sp.,cf. Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Cyclotella,sp.,328.5,328.5,47323.6,4.6,good,moderate
AWCA,LH_SAV_1,38.24546173,-121.6926934,grab_surface,2018-04-10,13:43:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,2299.8,2299.8,331264.9,3,good,moderate
AWCA,LH_SAV_1,38.24546173,-121.6926934,grab_surface,2018-04-10,13:43:00,high_slack,0,BSA,Scenedesmus sp.,Scenedesmus sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Scenedesmus,sp.,328.5,1314.2,189294.2,4.6,good,moderate
AWCA,LH_SAV_1,38.24546173,-121.6926934,grab_surface,2018-04-10,13:43:00,high_slack,0,BSA,Plagioselmis nannoplanctica,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,1642.7,1642.7,236617.8,11.1,good,moderate
AWCA,LH_SAV_1,38.24546173,-121.6926934,grab_surface,2018-04-10,13:43:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,137662.2,276310.1,39799115.6,0.8,good,moderate
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2018-04-10,14:13:00,high_slack,0,BSA,Cocconeis placentula,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,383.3,383.3,55210.8,25.9,good,moderate
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2018-04-10,14:13:00,high_slack,0,BSA,Navicula sp.,Navicula sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,sp.,383.3,383.3,55210.8,35.2,fragmented,moderate
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2018-04-10,14:13:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,1533.2,1533.2,220843.3,2.8,good,moderate
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2018-04-10,14:13:00,high_slack,0,BSA,Plagioselmis nannoplanctica,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,383.3,383.3,55210.8,11.1,good,moderate
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2018-04-10,14:13:00,high_slack,0,BSA,Rhodomonas lacustris,Plagioselmis lacustris,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Rhodomonas,lacustris,383.3,383.3,55210.8,11.1,good,moderate
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2018-04-10,14:13:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,153706.4,308946,44499922.8,0.8,good,moderate
AWCA,LH_SAV_2,38.25175626,-121.6937654,grab_surface,2018-04-10,14:40:00,high_slack,0,BSA,Cocconeis placentula,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,255.5,255.5,36807.2,18.5,good,moderate
AWCA,LH_SAV_2,38.25175626,-121.6937654,grab_surface,2018-04-10,14:40:00,high_slack,0,BSA,Nitzschia sp.,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,sp.,255.5,255.5,36807.2,20.4,good,moderate
AWCA,LH_SAV_2,38.25175626,-121.6937654,grab_surface,2018-04-10,14:40:00,high_slack,0,BSA,cf. Chrysochromulina sp.,cf. Chrysochromulina sp.,Chromista,Haptophyta,Prymnesiophyceae,Haptophytes,Chrysochromulina,sp.,255.5,255.5,36807.2,3.7,good,moderate
AWCA,LH_SAV_2,38.25175626,-121.6937654,grab_surface,2018-04-10,14:40:00,high_slack,0,BSA,Rhodomonas lacustris,Plagioselmis lacustris,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Rhodomonas,lacustris,511.1,511.1,73614.4,11.1,good,moderate
AWCA,LH_SAV_2,38.25175626,-121.6937654,grab_surface,2018-04-10,14:40:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,110392.6,220785.2,31801433.6,0.8,good,moderate
AWCA,LH_SAV_2,38.25175626,-121.6937654,grab_surface,2018-04-10,14:40:00,high_slack,0,BSA,cf. Chlorella sp.,cf. Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,766.6,766.6,110421.6,4.6,good,moderate
AWCA,LH_WAT_2,38.25269852,-121.69318,grab_surface,2018-04-10,14:52:00,high_slack,0,BSA,cf. Cyclotella sp.,cf. Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Cyclotella,sp.,328.5,328.5,47323.6,5.6,good,moderate
AWCA,LH_WAT_2,38.25269852,-121.69318,grab_surface,2018-04-10,14:52:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,328.5,328.5,47323.6,2.8,good,moderate
AWCA,LH_WAT_2,38.25269852,-121.69318,grab_surface,2018-04-10,14:52:00,high_slack,0,BSA,cf. Oocystis sp.,cf. Oocystis sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Oocystis,sp.,328.5,1314.2,189294.2,3.7,good,moderate
AWCA,LH_WAT_2,38.25269852,-121.69318,grab_surface,2018-04-10,14:52:00,high_slack,0,BSA,cf. Kephyrion sp.,cf. Kephyrion sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,Kephyrion,sp.,328.5,328.5,47323.6,4.6,good,moderate
AWCA,LH_WAT_2,38.25269852,-121.69318,grab_surface,2018-04-10,14:52:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,133391.1,266782.2,38426732.3,0.8,good,moderate
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2018-04-17,17:39:00,high_slack,0,BSA,Cocconeis placentula,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,1149.9,1149.9,165632.5,20.4,good,moderate
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2018-04-17,17:39:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,766.6,766.6,110421.6,3.7,good,moderate
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2018-04-17,17:39:00,high_slack,0,BSA,cf. Oocystis sp.,cf. Oocystis sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Oocystis,sp.,383.3,1533.2,220843.3,5.6,good,moderate
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2018-04-17,17:39:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,151023.2,302429.8,43561338.8,0.8,good,moderate
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2018-04-17,17:39:00,high_slack,0,BSA,Snowella sp.,Snowella sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Snowella,sp.,383.3,1916.5,276054.1,0.8,good,moderate
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2018-04-17,18:15:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,1314.2,1314.2,189294.2,3.7,good,moderate
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2018-04-17,18:15:00,high_slack,0,BSA,Monoraphidium contortum,Monoraphidium contortum,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Monoraphidium,contortum,328.5,328.5,47323.6,13,good,moderate
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2018-04-17,18:15:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,147847.3,296351.6,42685852.9,0.8,good,moderate
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2018-04-17,18:15:00,high_slack,0,BSA,Snowella sp.,Snowella sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Snowella,sp.,328.5,1971.3,283941.4,0.8,good,moderate
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2018-04-17,18:30:00,high_slack,0,BSA,cf. Cocconeis sp.,cf. Cocconeis sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,sp.,328.5,328.5,47323.6,11.1,good,moderate
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2018-04-17,18:30:00,high_slack,0,BSA,cf. Cyclotella sp.,cf. Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Cyclotella,sp.,328.5,328.5,47323.6,7.4,good,moderate
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2018-04-17,18:30:00,high_slack,0,BSA,Gomphonema parvulum,Gomphonema parvulum,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Gomphonema,parvulum,328.5,328.5,47323.6,13,good,moderate
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2018-04-17,18:30:00,high_slack,0,BSA,Gomphonema sp.,Gomphonema sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Gomphonema,sp.,328.5,328.5,47323.6,9.3,good,moderate
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2018-04-17,18:30:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,1314.2,1314.2,189294.2,3.7,good,moderate
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2018-04-17,18:30:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,142261.9,286823.7,41313469.6,0.8,good,moderate
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2018-04-17,18:30:00,high_slack,0,BSA,Achnanthidium catenatum,Achnanthidium catenatum,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Achnanthidium,catenatum,657.1,657.1,94647.1,18.5,good,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2018-04-17,18:45:00,high_slack,0,BSA,Planothidium sp.,Planothidium sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Planothidium,sp.,328.5,328.5,47323.6,9.3,good,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2018-04-17,18:45:00,high_slack,0,BSA,Monoraphidium contortum,Monoraphidium contortum,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Monoraphidium,contortum,328.5,328.5,47323.6,29.6,good,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2018-04-17,18:45:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,152118.4,306865.2,44200206.9,0.8,good,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2018-04-17,18:45:00,high_slack,0,BSA,Snowella sp.,Snowella sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Snowella,sp.,328.5,2628.4,378588.5,0.8,good,moderate
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2018-05-07,07:30:00,high_slack,0,BSA,cf. Cyclotella sp.,cf. Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Cyclotella,sp.,328.5,328.5,47323.6,4.6,good,high
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2018-05-07,07:30:00,high_slack,0,BSA,Chlamydomonas sp.,Chlamydomonas sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlamydomonas,sp.,328.5,328.5,47323.6,7.4,good,high
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2018-05-07,07:30:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,1314.2,1314.2,189294.2,3.7,good,high
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2018-05-07,07:30:00,high_slack,0,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,328.5,328.5,47323.6,5.6,good,high
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2018-05-07,07:30:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,140619.2,281895.4,40603616.2,0.8,good,high
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2018-05-07,07:50:00,high_slack,0,BSA,Achnanthidium minutissimum,Achnanthidium minutissimum,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Achnanthidium,minutissimum,328.5,328.5,47323.6,13,good,moderate
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2018-05-07,07:50:00,high_slack,0,BSA,Cocconeis placentula,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,2628.4,2628.4,378588.5,20.4,good,moderate
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2018-05-07,07:50:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,1642.7,1642.7,236617.8,3.7,good,moderate
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2018-05-07,07:50:00,high_slack,0,BSA,Scenedesmus sp.,Scenedesmus sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Scenedesmus,sp.,328.5,657.1,94647.1,3.7,good,moderate
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2018-05-07,07:50:00,high_slack,0,BSA,cf. Chrysochromulina sp.,cf. Chrysochromulina sp.,Chromista,Haptophyta,Prymnesiophyceae,Haptophytes,Chrysochromulina,sp.,328.5,328.5,47323.6,2.8,good,moderate
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2018-05-07,07:50:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,124848.8,250026.1,36013230.6,0.8,good,moderate
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2018-05-07,07:50:00,high_slack,0,BSA,Chroococcus minutus,Chroococcus minutus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,minutus,1642.7,1642.7,236617.8,5.6,good,moderate
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2018-05-07,09:20:00,high_slack,0,BSA,Cocconeis placentula,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,287.5,287.5,41408.1,13,fragmented,moderate
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2018-05-07,09:20:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,575,575,82816.2,2.8,good,moderate
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2018-05-07,09:20:00,high_slack,0,BSA,cf. Ochromonas sp.,cf. Ochromonas sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,Ochromonas,sp.,287.5,287.5,41408.1,7.4,good,moderate
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2018-05-07,09:20:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,124766.7,250970.7,36149285.9,0.8,good,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2018-05-07,09:45:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,383.3,383.3,55210.8,1.9,good,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2018-05-07,09:45:00,high_slack,0,BSA,cf. Chrysochromulina sp.,cf. Chrysochromulina sp.,Chromista,Haptophyta,Prymnesiophyceae,Haptophytes,Chrysochromulina,sp.,1149.9,1149.9,165632.5,3.7,good,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2018-05-07,09:45:00,high_slack,0,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,1149.9,1149.9,165632.5,5.6,good,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2018-05-07,09:45:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,167122.2,337310.8,48585523.6,0.8,good,moderate
AWCA,FC_SAV_1,38.077342,-121.647642,grab_surface,2018-05-07,10:45:00,high_slack,0,BSA,Achnanthidium sp.,Achnanthidium sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Achnanthidium,sp.,383.3,383.3,55210.8,9.3,good,high
AWCA,FC_SAV_1,38.077342,-121.647642,grab_surface,2018-05-07,10:45:00,high_slack,0,BSA,Cocconeis placentula,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,3449.8,3449.8,496897.4,18.5,good,high
AWCA,FC_SAV_1,38.077342,-121.647642,grab_surface,2018-05-07,10:45:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,2683.2,2683.2,386475.8,2.8,good,high
AWCA,FC_SAV_1,38.077342,-121.647642,grab_surface,2018-05-07,10:45:00,high_slack,0,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,383.3,383.3,55210.8,5.6,good,high
AWCA,FC_SAV_1,38.077342,-121.647642,grab_surface,2018-05-07,10:45:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,150256.6,303963,43782182.1,0.8,good,high
AWCA,FC_SAV_1,38.077342,-121.647642,grab_surface,2018-05-07,10:45:00,high_slack,0,BSA,Chroococcus minimus,Chroococcus minimus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,minimus,383.3,766.6,110421.6,1.9,good,high
AWCA,FC_SAV_1,38.077342,-121.647642,grab_surface,2018-05-07,10:45:00,high_slack,0,BSA,cf. Ankistrodesmus sp.,cf. Ankistrodesmus sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Ankistrodesmus,sp.,383.3,383.3,55210.8,13,good,high
AWCA,FC_WAT_1,38.077333,-121.646917,grab_surface,2018-05-07,11:15:00,high_slack,0,BSA,Chlamydomonas sp.,Chlamydomonas sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlamydomonas,sp.,164.3,164.3,23661.8,5.6,good,low
AWCA,FC_WAT_1,38.077333,-121.646917,grab_surface,2018-05-07,11:15:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,5092.5,5092.5,733515.2,2.8,good,low
AWCA,FC_WAT_1,38.077333,-121.646917,grab_surface,2018-05-07,11:15:00,high_slack,0,BSA,Plagioselmis nannoplanctica,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,164.3,164.3,23661.8,5.6,good,low
AWCA,FC_WAT_1,38.077333,-121.646917,grab_surface,2018-05-07,11:15:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,60453.1,120906.2,17415070.8,0.8,good,low
AWCA,FC_SAV_2,38.080861,-121.647718,grab_surface,2018-05-07,11:35:00,high_slack,0,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,328.5,328.5,47323.6,5.6,good,moderate
AWCA,FC_SAV_2,38.080861,-121.647718,grab_surface,2018-05-07,11:35:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,131748.3,266125.1,38332085.2,0.8,good,moderate
AWCA,FC_SAV_2,38.080861,-121.647718,grab_surface,2018-05-07,11:35:00,high_slack,0,BSA,cf. Chlorella sp.,cf. Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,1314.2,1314.2,189294.2,2.8,good,moderate
AWCA,FC_WAT_2,38.080866,-121.646944,grab_surface,2018-05-07,12:05:00,high_slack,0,BSA,Achnanthidium sp.,Achnanthidium sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Achnanthidium,sp.,164.3,164.3,23661.8,11.1,good,low
AWCA,FC_WAT_2,38.080866,-121.646944,grab_surface,2018-05-07,12:05:00,high_slack,0,BSA,Cocconeis placentula,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,164.3,164.3,23661.8,22.2,good,low
