Date,Time,Station,Latitude,Longitude,SamplingMethod,SamplingDepth,OrigTaxon,Taxon,Kingdom,Phylum,Class,AlgalGroup,Genus,Species,Lab,Cells_per_mL,Biovolume_per_mL,QualityCheck,CurrentTaxon
2021-05-12T00:00:00Z,21:11:30,TRN,37.9925,-121.4538889,Submersible centrifugal pump,1 meter,NA,Achnanthidium sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Achnanthidium,sp.,BSA,4,102.69,Good,None
2021-05-12T00:00:00Z,21:13:50,14MILE,38.04221944,-121.405,Submersible centrifugal pump,1 meter,NA,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,BSA,352,45193.46,Good,None
2022-01-21T00:00:00Z,22:11:15,MDM,37.9427017,-121.5341175,Submersible centrifugal pump,1 meter,NA,Trachelomonas sp.,Protozoa,Euglenozoa,Euglenophyceae,Euglenoids,Trachelomonas,sp.,BSA,4,4259.71,Good,None
2021-05-25T00:00:00Z,21:15:00,LPS,38.09638889,-121.4961111,Submersible centrifugal pump,1 meter,NA,Thalassiosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Thalassiosira,sp.,BSA,4,3913.61,Good,None
2019-10-22T00:00:00Z,19:10:45,WGA,38.25769218,-121.5182865,Van Dorn sampler,1 meter,NA,Nitzschia sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Nitzschia,sp.,BSA,9,1035.09,Good,None
2022-08-09T00:00:00Z,22:11:55,FT24,38.0311111,-121.6052778,Submersible centrifugal pump,1 meter,NA,Chlamydomonas sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlamydomonas,sp.,BSA,471,62459.87,Degraded,None
2021-08-31T00:00:00Z,21:11:28,MTP,38.06068056,-121.5389694,Submersible centrifugal pump,1 meter,NA,Rhodomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Rhodomonas,sp.,BSA,898,469557.75,Good,None
2021-08-31T00:00:00Z,21:09:15,DECN,38.1025,-121.7111,Submersible centrifugal pump,1 meter,NA,Fragilaria sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Fragilaria,sp.,BSA,47,10234.72,Good,None
2022-06-07T00:00:00Z,22:10:36,FT15,38.03777778,-121.6175,Submersible centrifugal pump,1 meter,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,BSA,1545,6470.85,Degraded,None
2022-04-18T00:00:00Z,22:11:47,UGZ,38.132238890000004,-122.0116806,Submersible centrifugal pump,1 meter,NA,Kephyrion sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Kephyrion,sp.,BSA,535,22399.09,Degraded,None
2018-10-18T00:00:00Z,18:11:05,SYC,38.142,-121.47,Submersible centrifugal pump,1 meter,NA,Aphanocapsa sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Aphanocapsa,sp.,BSA,2274,11372.14,Good,None
2017-03-15T00:00:00Z,17:12:40,CHS,38.28838056,-121.7230194,Submersible centrifugal pump,1 meter,NA,Cocconeis sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Cocconeis,sp.,BSA,0,173.6,Good,None
2022-05-17T00:00:00Z,22:10:27,SJRST,37.94686848,-121.3402249,Submersible centrifugal pump,1 meter,NA,Melosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Melosira,sp.,BSA,18,60971.88,Degraded,None
2022-05-16T00:00:00Z,22:08:05,LIB,38.24301111,-121.6842861,Submersible centrifugal pump,1 meter,NA,Plagioselmis sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,sp.,BSA,677,57453.67,Degraded,None
2016-05-06T00:00:00Z,16:12:00,DEC,38.09325203,-121.7371772,Submersible centrifugal pump,1 meter,Rhodomonas lacustris,Plagioselmis lacustris,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,lacustris,BSA,79,66595.82,Good,None
2021-06-08T00:00:00Z,21:08:44,LIBWS,38.24458333,-121.6860167,Peristaltic pump,1 meter,NA,Nitzschia dissipata,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Nitzschia,dissipata,BSA,33,25996.56,Good,None
2021-10-05T00:00:00Z,21:12:00,LIB,38.24301111,-121.6842861,Submersible centrifugal pump,1 meter,NA,Rhoicosphenia abbreviata,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Rhoicosphenia,abbreviata,BSA,31,5326.54,Good,None
2022-08-03T00:00:00Z,22:11:22,P3S3,38.0267,-121.6055306,Submersible centrifugal pump,1 meter,NA,Nitzschia sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Nitzschia,sp.,BSA,356,28073.82,Degraded,None
2020-10-22T00:00:00Z,20:14:00,DWS62,38.34166667,-121.6438889,Submersible centrifugal pump,1 meter,NA,Amphora pediculus,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Amphora,pediculus,BSA,4,99.88,Good,None
2022-08-18T00:00:00Z,22:07:04,RICHB,37.93527778,-122.4463889,Submersible centrifugal pump,1 meter,NA,Cyclotella sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclotella,sp.,BSA,342,38705.63,Degraded,None
2022-10-20T00:00:00Z,22:12:45,JPT,38.05214242,-121.6888428,Submersible centrifugal pump,1 meter,NA,Rhodomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Rhodomonas,sp.,BSA,86,46074.93,Degraded,None
2022-05-16T00:00:00Z,22:11:06,SS1,38.33215556,-121.5829306,Submersible centrifugal pump,1 meter,NA,Monoraphidium sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Monoraphidium,sp.,BSA,143,3882.51,Good,None
2022-01-20T00:00:00Z,22:13:00,DWS72,38.47686944,-121.5836417,Submersible centrifugal pump,1 meter,NA,Chrysococcus sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Chrysococcus,sp.,BSA,71,4666.48,Good,None
2018-05-16T00:00:00Z,18:15:40,NMR,38.14366944,-121.5595389,Submersible centrifugal pump,1 meter,NA,Eunotia sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Eunotia,sp.,BSA,0,23.6,Good,None
2022-06-15T00:00:00Z,22:05:58,SFEI34,37.495,-122.0983306,Phytoplankton net,1 meter,NA,Thalassiosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Thalassiosira,sp.,BSA,7130,170345087.7,Degraded,None
2020-09-03T00:00:00Z,20:13:50,DECN,38.1025,-121.7111,Submersible centrifugal pump,1 meter,NA,Cocconeis placentula,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,BSA,230,199007.31,Good,None
2022-08-31T00:00:00Z,22:10:24,ELS,37.59437867,-122.1630206,Submersible centrifugal pump,1 meter,NA,Peridinium sp.,Protozoa,Dinozoa,Dinophyceae,Dinoflagellates,Peridinium,sp.,BSA,71,271029,Degraded,None
2022-07-12T00:00:00Z,22:09:00,JPT,38.05214242,-121.6888428,Submersible centrifugal pump,1 meter,NA,Chlamydomonas sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlamydomonas,sp.,BSA,122,16223.34,Degraded,None
2022-11-03T00:00:00Z,22:11:45,LIB,38.24301111,-121.6842861,Submersible centrifugal pump,1 meter,NA,Achnanthidium minutissimum,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Achnanthidium,minutissimum,BSA,107,3359.86,Degraded,None
2022-08-18T00:00:00Z,22:08:15,SPBW,38.01828889,-122.3282583,Submersible centrifugal pump,1 meter,NA,Plagioselmis sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,sp.,BSA,356,30238.77,Degraded,None
2022-08-31T00:00:00Z,22:10:55,SB10,37.56697,-122.15602,Submersible centrifugal pump,1 meter,NA,Heterosigma akashiwo,Chromista,Bacillariophyte,Raphidophyceae,Raphidophytes,Heterosigma,akashiwo,BSA,1148,1490520.13,Good,None
2021-06-16T00:00:00Z,21:12:08,GRZ,38.10853056,-122.0559806,Peristaltic pump,1 meter,NA,Plagioselmis sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,sp.,BSA,3828,324668.93,Good,None
2022-06-07T00:00:00Z,22:10:36,FT15,38.03777778,-121.6175,Submersible centrifugal pump,1 meter,NA,Rhodomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Rhodomonas,sp.,BSA,119,134145.67,Degraded,None
2020-11-24T00:00:00Z,20:12:00,LPS,38.09638889,-121.4961111,Submersible centrifugal pump,1 meter,NA,Cyclotella sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclotella,sp.,BSA,4,1711.49,Good,None
2022-07-19T00:00:00Z,22:10:15,SMS,38.14196111,-121.5036889,Submersible centrifugal pump,1 meter,NA,Cocconeis placentula,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,BSA,160,58902.61,Degraded,None
2022-05-12T00:00:00Z,22:11:00,RL WEST BOTTOM,37.8303,-122.53355,Van Dorn sampler,1 meter,NA,Chlamydomonas sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlamydomonas,sp.,BSA,407,61437.51,Degraded,None
2022-07-19T00:00:00Z,22:15:25,OBI,37.96992306,-121.572174,Submersible centrifugal pump,1 meter,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,BSA,1203,5039.8,Good,None
2021-11-11T00:00:00Z,21:10:45,MDM,37.9427017,-121.5341175,Submersible centrifugal pump,1 meter,NA,Staurosira sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Staurosira,sp.,BSA,80,5291.79,Good,None
2022-07-27T00:00:00Z,22:14:25,FTMI25,37.98777778,-121.5258333,Submersible centrifugal pump,1 meter,NA,Cocconeis placentula,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,BSA,285,125658.9,Degraded,None
2022-08-23T00:00:00Z,22:12:45,SIE,38.15665,-121.5051889,Van Dorn sampler,1 meter,NA,cf. Thalassiosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Thalassiosira,sp.,BSA,1222,71997.08,Degraded,None
2022-07-18T00:00:00Z,22:13:30,TWI,38.09661389,-121.6512444,Van Dorn sampler,1 meter,NA,Plagioselmis sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,sp.,BSA,107,11238.04,Degraded,None
2022-05-12T00:00:00Z,22:11:00,RL WEST BOTTOM,37.8303,-122.53355,Van Dorn sampler,1 meter,NA,Plagioselmis sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,sp.,BSA,611,51837.9,Degraded,None
2018-05-17T00:00:00Z,18:15:05,LIB,38.24301111,-121.6842861,Submersible centrifugal pump,1 meter,NA,Diploneis sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Diploneis,sp.,BSA,0,158.4,Good,None
2022-03-22T00:00:00Z,22:10:30,TOE,38.34916667,-121.6447222,Submersible centrifugal pump,1 meter,NA,Bacillaria paxillifera,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Bacillaria,paxillifera,BSA,187,244242.2,Good,None
2022-05-31T00:00:00Z,22:12:30,TOE,38.34916667,-121.6447222,Submersible centrifugal pump,1 meter,NA,Cocconeis placentula,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,BSA,1640,602115.57,Degraded,None
2022-07-20T00:00:00Z,22:09:45,SFEI22,37.765,-122.3583306,Phytoplankton net,1 meter,NA,Rhodomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Rhodomonas,sp.,BSA,71,38395.78,Degraded,None
2022-08-09T00:00:00Z,22:11:55,FT24,38.0311111,-121.6052778,Submersible centrifugal pump,1 meter,NA,Epithemia sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Epithemia,sp.,BSA,86,231600.84,Degraded,None
2019-09-12T00:00:00Z,19:08:45,NFM,38.22333333,-121.5072222,Submersible centrifugal pump,1 meter,NA,Cymbella affinis,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Cymbella,affinis,BSA,9,4564.04,TallyNotMet,None
2021-10-13T00:00:00Z,21:10:15,SHL,37.63078889,-122.2432,Submersible centrifugal pump,1 meter,NA,cf. Thalassiosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Thalassiosira,sp.,BSA,1533,90296.34,Degraded,None
2022-08-09T00:00:00Z,22:12:05,FT22,38.0372222,-121.5941667,Submersible centrifugal pump,1 meter,NA,cf. Anabaena sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Anabaena,sp.,BSA,45916,5193005.28,Degraded,None
2020-06-16T00:00:00Z,20:12:00,LIB,38.24301111,-121.6842861,Submersible centrifugal pump,1 meter,NA,Surirella sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Surirella,sp.,BSA,4,91265.27,Good,None
2022-05-16T00:00:00Z,22:11:06,SS1,38.33215556,-121.5829306,Submersible centrifugal pump,1 meter,NA,Plagioselmis sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,sp.,BSA,535,68597.22,Good,None
2020-10-27T00:00:00Z,20:09:15,LPS,38.09638889,-121.4961111,Submersible centrifugal pump,1 meter,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,BSA,920,3855.36,Good,None
2022-07-20T00:00:00Z,22:09:45,SFEI22,37.765,-122.3583306,Phytoplankton net,1 meter,NA,Nitzschia sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Nitzschia,sp.,BSA,356,36897.02,Degraded,None
2018-07-25T00:00:00Z,18:12:30,SMS,38.14196111,-121.5036889,Submersible centrifugal pump,1 meter,Selenastrum gracile,Messastrum gracile,NA,NA,NA,NA,NA,NA,BSA,9,88.16,Good,NA
2020-06-10T00:00:00Z,20:16:58,NMR,38.14366944,-121.5595389,Submersible centrifugal pump,1 meter,NA,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,BSA,1517,194566.65,Good,None
2022-07-18T00:00:00Z,22:13:11,SOI,38.1754222,-121.6564333,Submersible centrifugal pump,1 meter,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,BSA,1310,5487.78,Degraded,None
2022-07-21T00:00:00Z,22:10:37,FPT,38.45601954,-121.5013437,Submersible centrifugal pump,1 meter,NA,Ulnaria ulna,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Ulnaria,ulna,BSA,214,110875.5,Degraded,None
2016-05-20T00:00:00Z,16:11:40,CCH,38.21277778,-121.6691667,Submersible centrifugal pump,1 meter,NA,Meridion circulare,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Meridion,circulare,BSA,29,20677.4,Good,None
2021-04-15T00:00:00Z,21:11:30,MDM,37.9427017,-121.5341175,Submersible centrifugal pump,1 meter,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Eucapsis,microscopica,BSA,6417,1720.25,Good,None
2018-07-26T00:00:00Z,18:11:50,GRZ,38.10853056,-122.0559806,Submersible centrifugal pump,1 meter,NA,Aulacoseira granulata,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Aulacoseira,granulata,BSA,86,101959,Good,None
2016-04-07T00:00:00Z,16:15:30,LIB,38.24301111,-121.6842861,Van Dorn sampler,1 meter,NA,Epithemia sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Epithemia,sp.,BSA,5,2216.24,Good,None
2022-10-17T00:00:00Z,22:10:16,TRN,37.9925,-121.4538889,Submersible centrifugal pump,1 meter,NA,Cocconeis placentula,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,BSA,80,25198.98,Degraded,None
2021-10-05T00:00:00Z,21:08:45,JPT,38.05214242,-121.6888428,Submersible centrifugal pump,1 meter,NA,cf. Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,BSA,2292,9599.61,Good,None
2020-01-22T00:00:00Z,20:11:30,DEC,38.09325203,-121.7371772,Submersible centrifugal pump,1 meter,NA,Encyonema sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Encyonema,sp.,BSA,7,2130.99,Good,None
2022-06-21T00:00:00Z,22:12:22,FT14,38.0408333,-121.6119444,Submersible centrifugal pump,1 meter,NA,cf. Thalassiosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Thalassiosira,sp.,BSA,214,12599.49,Degraded,None
2022-06-15T00:00:00Z,22:10:40,SFEI13,38.02833056,-122.37,Phytoplankton net,1 meter,NA,Gyrosigma sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gyrosigma,sp.,BSA,119,618871.69,Degraded,None
2016-06-09T00:00:00Z,16:11:00,MLD,38.04269787,-121.9202374,Submersible centrifugal pump,1 meter,NA,Aulacoseira granulata,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Aulacoseira,granulata,BSA,90,89469.61,Good,None
2020-02-18T00:00:00Z,20:10:15,DWS62,38.34166667,-121.6438889,Submersible centrifugal pump,1 meter,NA,Nitzschia sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Nitzschia,sp.,BSA,233,32201.03,Good,None
2022-05-16T00:00:00Z,22:14:52,GAM,38.13028056,-121.5797,Submersible centrifugal pump,1 meter,NA,Kephyrion sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Kephyrion,sp.,BSA,171,13439.45,Degraded,None
2022-05-16T00:00:00Z,22:09:45,SS,38.33616667,-121.672925,Submersible centrifugal pump,1 meter,NA,cf. Thalassiosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Thalassiosira,sp.,BSA,267,15749.36,Degraded,None
2022-02-16T00:00:00Z,22:09:00,TOL,38.07780833,-121.7672861,Submersible centrifugal pump,1 meter,NA,Thalassiosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Thalassiosira,sp.,BSA,95,88327.08,Good,None
2019-10-09T00:00:00Z,19:09:15,JPT,38.05214242,-121.6888428,Diaphragm pump and churn,1 meter,NA,cf. Staurosira sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Staurosira,sp.,BSA,24,1791.93,Good,None
2021-11-16T00:00:00Z,21:13:00,TOE,38.34916667,-121.6447222,Submersible centrifugal pump,1 meter,NA,Monoraphidium sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Monoraphidium,sp.,BSA,7,212.99,Good,None
2022-11-02T00:00:00Z,22:13:00,FPT,38.45601954,-121.5013437,Submersible centrifugal pump,1 meter,NA,Tetraedron sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Tetraedron,sp.,BSA,31,1833.39,Degraded,None
2020-09-24T00:00:00Z,20:13:15,MDM,37.9427017,-121.5341175,Submersible centrifugal pump,1 meter,NA,cf. Aphanizomenon sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Aphanizomenon,sp.,BSA,465,16430.32,Good,None
2022-08-23T00:00:00Z,22:12:45,SIE,38.15665,-121.5051889,Van Dorn sampler,1 meter,NA,Trachelomonas sp.,Protozoa,Euglenozoa,Euglenophyceae,Euglenoids,Trachelomonas,sp.,BSA,509,682638.97,Degraded,None
2021-08-30T00:00:00Z,21:07:30,RRI,37.963,-121.365,Van Dorn sampler,1 meter,NA,Kirchneriella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Kirchneriella,sp.,BSA,43,909.96,Good,None
2022-07-08T00:00:00Z,22:10:44,SPB2,38.0696611,-122.4644389,Submersible centrifugal pump,1 meter,NA,Entomoneis sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Entomoneis,sp.,BSA,257,890229.48,Degraded,None
2022-08-09T00:00:00Z,22:12:44,FT14,38.0408333,-121.6119444,Submersible centrifugal pump,1 meter,NA,Drepanochloris nannoselene,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Drepanochloris,nannoselene,BSA,107,293.99,Degraded,None
2022-08-10T00:00:00Z,22:10:37,SFEI13,38.02833056,-122.37,Phytoplankton net,1 meter,NA,Asteromphalus sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Asteromphalus,sp.,BSA,535,25124640.49,Degraded,None
2016-06-09T00:00:00Z,16:11:00,MLD,38.04269787,-121.9202374,Submersible centrifugal pump,1 meter,NA,Synedra sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Synedra,sp.,BSA,6,2570.39,Good,None
2019-10-24T00:00:00Z,19:13:50,WGA,38.25769218,-121.5182865,Submersible centrifugal pump,1 meter,NA,Cyclotella sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclotella,sp.,BSA,153,17639.28,Good,None
2020-02-18T00:00:00Z,20:11:00,LIB,38.24301111,-121.6842861,Submersible centrifugal pump,1 meter,NA,Epithemia sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Epithemia,sp.,BSA,71,25670.83,Good,None
2017-03-08T00:00:00Z,17:12:30,SSB,38.30791944,-121.6928306,Submersible centrifugal pump,1 meter,NA,Trachelomonas sp.,Protozoa,Euglenozoa,Euglenophyceae,Euglenoids,Trachelomonas,sp.,BSA,16,6553.52,Good,None
2021-08-31T00:00:00Z,21:08:45,HBC,38.10185,-121.707461,Submersible centrifugal pump,1 meter,NA,Dolichospermum sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Dolichospermum,sp.,BSA,33,1386.31,Good,None
2022-09-09T00:00:00Z,22:07:30,LIB,38.24301111,-121.6842861,Submersible centrifugal pump,1 meter,NA,Navicula sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,sp.,BSA,4,2475.96,Degraded,None
2021-06-30T00:00:00Z,21:09:30,TOE,38.34916667,-121.6447222,Submersible centrifugal pump,1 meter,NA,Spirogyra sp.,Plantae,Chlorophyta,Zygnematophyceae,Green Algae,Spirogyra,sp.,BSA,122,7767908.79,Good,None
2017-03-15T00:00:00Z,17:11:00,LCT,38.32885,-121.6675306,Submersible centrifugal pump,1 meter,NA,Stephanodiscus sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Stephanodiscus,sp.,BSA,1597,859394.92,Good,None
2018-05-17T00:00:00Z,18:15:05,LIB,38.24301111,-121.6842861,Submersible centrifugal pump,1 meter,NA,Melosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Melosira,sp.,BSA,11,7254.23,Good,None
2021-10-07T00:00:00Z,21:13:14,WGA,38.25769218,-121.5182865,Submersible centrifugal pump,1 meter,NA,Chlamydomonas sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlamydomonas,sp.,BSA,53,36398.52,Good,None
2022-08-18T00:00:00Z,22:10:43,SUI,38.07336667,-121.9325,Submersible centrifugal pump,1 meter,NA,Plagioselmis sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,sp.,BSA,642,54429.79,Degraded,None
2020-06-11T00:00:00Z,20:12:10,ORCC,37.82437145,-121.5524492,Submersible centrifugal pump,1 meter,NA,Planktothrix sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Planktothrix,sp.,BSA,4349,173023.63,Good,None
2020-06-10T00:00:00Z,20:16:33,NFM,38.22333333,-121.5072222,Submersible centrifugal pump,1 meter,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,BSA,1309,5481.19,Good,None
2016-07-19T00:00:00Z,16:10:45,MID PROSPECT,38.30573889,-121.6574611,Submersible centrifugal pump,1 meter,NA,Nitzschia cf. dissipata,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Nitzschia,dissipata,BSA,86,7358.01,Good,None
2022-01-11T00:00:00Z,22:13:45,TOE,38.34916667,-121.6447222,Submersible centrifugal pump,1 meter,NA,Kephyrion sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Kephyrion,sp.,BSA,143,4573.15,Good,None
2018-05-15T00:00:00Z,18:09:40,HOOD,38.36796663,-121.5213432,Submersible centrifugal pump,1 meter,Rhoicosphenia curvata,Rhoicosphenia abbreviata,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Rhoicosphenia,abbreviata,BSA,9,2062.85,Good,None
2020-11-18T00:00:00Z,20:11:45,JPT,38.05214242,-121.6888428,Submersible centrifugal pump,1 meter,NA,Plagioselmis sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,sp.,BSA,980,197112,Good,None
2017-03-10T00:00:00Z,17:17:45,PTC,38.51916667,-121.6961111,Submersible centrifugal pump,1 meter,Cymatopleura solea,Surirella librile,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Surirella,librile,BSA,0,667.61,Good,None
2022-08-18T00:00:00Z,22:07:04,RICHB,37.93527778,-122.4463889,Submersible centrifugal pump,1 meter,NA,Thalassiosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Thalassiosira,sp.,BSA,11,131579.45,Degraded,None
2021-10-04T00:00:00Z,21:12:28,CCH41,38.19395556,-121.6580028,Submersible centrifugal pump,1 meter,NA,Entomoneis sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Entomoneis,sp.,BSA,24,110502.18,Good,None
2020-06-10T00:00:00Z,20:09:45,SJRBC,37.97527778,-121.3769444,Submersible centrifugal pump,1 meter,NA,Nitzschia inconspicua,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Nitzschia,inconspicua,BSA,7,152.54,Good,None
2022-04-22T00:00:00Z,22:10:30,MDM,37.9427017,-121.5341175,Submersible centrifugal pump,1 meter,NA,Cocconeis placentula,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,BSA,48,20943.15,Good,None
2022-08-18T00:00:00Z,22:08:42,SPB4,38.11516667,-122.3842389,Submersible centrifugal pump,1 meter,NA,Chrysococcus sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Chrysococcus,sp.,BSA,356,23332.39,Degraded,None
2022-08-09T00:00:00Z,22:12:44,FT14,38.0408333,-121.6119444,Submersible centrifugal pump,1 meter,NA,Epithemia sorex,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Epithemia,sorex,BSA,71,28523.14,Degraded,None
2021-10-05T00:00:00Z,21:15:22,NMR,38.14366944,-121.5595389,Submersible centrifugal pump,1 meter,NA,cf. Thalassiosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Thalassiosira,sp.,BSA,489,28798.83,Good,None
2020-07-28T00:00:00Z,20:09:05,PPT,38.05944444,-121.5572222,Submersible centrifugal pump,1 meter,NA,Drepanochloris nannoselene,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Drepanochloris,nannoselene,BSA,160,440.98,Good,None
